movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,duracion_horas
MOV-00929,B-007,EVERGREEN-02,,MUELLE-D,MINERALES,VALPARAISO,2022-03-26,01:30,2022-03-29,00:00,5184.95,12.9,15,EN_REVISION,70.5
MOV-00930,B-017,MSC-ALPHA,,MUELLE-E,MAIZ,SAO PAULO,2023-09-21,17:21,2023-09-24,07:25,4613.05,12.7,15,PENDIENTE,62.06666666666667
MOV-00931,B-023,CMA-ROSARIO,R-04,MUELLE-B,MAIZ,HAMBURG,2024-03-24,15:37,2024-03-26,00:00,5768.19,8.6,10,DESPACHADO,32.38333333333333
MOV-00932,B-030,YANG-MING,R-02,MUELLE-C,MAIZ,VALPARAISO,2022-02-28,04:22,2022-02-28,12:18,5735.67,8.5,10,RECHAZADO,7.933333333333334
MOV-00934,B-004,MSC-GENOVA,R-01,MUELLE-E,HARINA,SANTA FE,2022-09-05,13:08,2022-09-07,02:36,4019.96,13.4,10,DESPACHADO,37.46666666666667
MOV-00935,B-007,MSC-ALPHA,R-03,MUELLE-D,TRIGO,BUENOS AIRES,2022-03-22,09:58,2022-03-22,00:00,5010.31,10.1,10,DESPACHADO,
MOV-00937,B-030,MAERSK-PAMPAS,R-02,MUELLE-F,HARINA,VALPARAISO,2023-12-16,10:20,2023-12-17,00:46,3673.45,13.0,15,PENDIENTE,14.433333333333334
MOV-00938,B-015,PIL-OESTE,R-07,MUELLE-E,GRANOS,VALPARAISO,2023-04-23,05:50,2023-04-25,22:53,6193.07,8.1,15,EN_REVISION,65.05
MOV-00939,B-028,YANG-MING,R-02,MUELLE-B,MAIZ,VALPARAISO,2023-01-08,11:12,2023-01-11,08:26,5229.35,11.7,15,RECHAZADO,69.23333333333333
MOV-00940,B-018,EVER-GLORY,R-05,MUELLE-B,MAIZ,VALPARAISO,2023-06-25,05:23,2023-06-27,17:25,4638.64,12.7,15,EN_REVISION,60.03333333333333
MOV-00941,B-017,COSCO-STAR,R-08,MUELLE-A,ACEITE,HAMBURG,2022-06-04,07:11,2022-06-07,00:00,3160.82,17.7,12,EN_REVISION,64.81666666666666
MOV-00942,B-001,CMA-LITORAL,R-07,MUELLE-A,ACEITE,SANTA FE,2023-09-12,12:32,2023-09-14,00:00,5592.29,14.1,15,EN_REVISION,35.46666666666667
MOV-00946,B-014,YANG-MING,R-04,MUELLE-A,GRANOS,HAMBURG,2020-03-07,04:22,2020-03-10,13:06,4426.38,11.1,15,PENDIENTE,80.73333333333333
MOV-00947,B-036,HAPAG-SUR,R-03,MUELLE-A,SOJA,MONTEVIDEO,2024-08-02,09:21,2024-08-04,03:24,4665.7,10.6,12,EN_REVISION,42.05
MOV-00948,B-020,COSCO-TIGRE,R-02,MUELLE-D,TRIGO,SANTA FE,2022-12-13,07:49,2022-12-13,00:00,5617.01,7.1,10,PENDIENTE,
MOV-00949,B-025,CMA-ROSARIO,R-08,MUELLE-F,TRIGO,SHANGHAI,2020-10-24,10:09,2020-10-26,00:00,2872.48,11.3,10,DESPACHADO,37.85
MOV-00950,B-003,PIL-SANTA,R-02,MUELLE-E,MAIZ,SANTA FE,2023-12-24,17:51,2023-12-25,04:42,6103.83,13.3,10,EN_REVISION,10.85
MOV-00951,B-019,YANG-MING,R-05,MUELLE-B,GRANOS,MONTEVIDEO,2020-11-01,08:34,2020-11-03,01:15,5283.25,9.8,15,PENDIENTE,40.68333333333333
MOV-00952,B-008,YANG-ESTE,R-04,MUELLE-F,CONTENEDORES,SANTA FE,2024-11-23,16:36,2024-11-24,05:22,5807.37,13.2,10,RECHAZADO,12.766666666666667
MOV-00954,B-030,MAERSK-LIMA,R-05,MUELLE-F,MINERALES,SAO PAULO,2024-04-11,12:17,2024-04-13,19:01,5558.72,12.2,12,DESPACHADO,54.733333333333334
MOV-00956,B-035,YANG-ESTE,R-07,MUELLE-F,ACEITE,VALPARAISO,2022-03-22,01:24,2022-03-23,12:59,5165.58,10.2,10,RECHAZADO,35.583333333333336
MOV-00959,B-026,EVERGREEN-02,R-04,MUELLE-F,CONTENEDORES,BUENOS AIRES,2022-07-19,06:36,2022-07-21,23:27,4205.15,9.4,10,RECHAZADO,64.85
MOV-00960,B-025,ZIM-NORTE,R-08,MUELLE-F,SOJA,VALPARAISO,2023-03-26,00:00,2023-03-27,05:02,8027.74,11.6,12,DESPACHADO,29.033333333333335
MOV-00961,B-038,ZIM-NORTE,R-04,MUELLE-C,HARINA,ROTTERDAM,2023-11-22,00:00,2023-11-23,02:40,3197.99,15.2,15,EN_REVISION,26.666666666666668
MOV-00962,B-010,EVERGREEN-02,R-06,MUELLE-B,GRANOS,SHANGHAI,2020-01-15,01:42,2020-01-15,00:00,4463.38,10.7,10,DESPACHADO,
MOV-00963,B-015,MSC-GENOVA,R-01,MUELLE-F,MAIZ,SAO PAULO,2023-07-02,01:48,2023-07-04,16:33,4413.65,9.5,15,EN_REVISION,62.75
MOV-00964,B-039,CMA-ROSARIO,R-03,MUELLE-A,MAIZ,MONTEVIDEO,2024-01-29,12:52,2024-01-31,23:02,3306.9,14.7,15,DESPACHADO,58.166666666666664
MOV-00965,B-030,MAERSK-PAMPAS,R-05,MUELLE-A,TRIGO,MONTEVIDEO,2023-03-16,23:14,2023-03-18,21:44,5350.22,7.6,15,PENDIENTE,46.5
MOV-00966,B-021,HAPAG-RIO,R-07,MUELLE-C,HARINA,VALPARAISO,2023-07-13,13:49,2023-07-16,00:18,5057.62,9.7,15,EN_REVISION,58.483333333333334
MOV-00967,B-004,COSCO-TIGRE,R-03,MUELLE-D,MINERALES,SANTA FE,2020-11-07,00:45,2020-11-08,17:07,6390.46,10.2,15,PENDIENTE,40.36666666666667
MOV-00968,B-032,CMA-LITORAL,R-04,MUELLE-F,MINERALES,SAO PAULO,2024-04-12,11:04,2024-04-13,00:00,7323.66,11.1,12,EN_REVISION,12.933333333333334
MOV-00969,B-036,YANG-MING,R-03,MUELLE-B,TRIGO,SANTA FE,2020-03-06,23:32,2020-03-07,07:01,3904.63,11.2,10,DESPACHADO,7.483333333333333
MOV-00970,B-023,YANG-MING,R-06,MUELLE-B,MAIZ,SANTA FE,2024-09-26,00:35,2024-09-27,00:00,5291.34,12.8,12,,23.416666666666668
MOV-00971,B-024,COSCO-STAR,R-01,MUELLE-E,SOJA,VALPARAISO,1900-01-01,22:03,2021-03-02,00:00,4843.29,10.5,10,EN_REVISION,
MOV-00973,B-022,ZIMNORTE,R-01,MUELLE-A,ACEITE,BUENOS AIRES,2024-08-27,22:10,2024-08-30,00:00,4444.08,12.9,12,RECHAZADO,49.833333333333336
MOV-00974,B-022,EVERGREEN-02,R-03,MUELLE-F,TRIGO,MONTEVIDEO,2021-10-26,16:53,2021-10-27,17:48,3217.53,4.9,10,PENDIENTE,24.916666666666668
MOV-00976,B-009,HAPAG-RIO,R-04,MUELLE-C,ACEITE,VALPARAISO,2024-02-17,11:36,2024-02-19,15:09,4376.1,10.9,12,EN_REVISION,51.55
MOV-00977,B-007,COSCO-STAR,R-07,MUELLE-A,ACEITE,HAMBURG,2023-09-12,00:00,2023-09-12,00:00,5171.25,10.6,12,DESPACHADO,0.0
MOV-00978,B-032,PIL-SANTA,R-07,MUELLE-A,SOJA,SAO PAULO,2020-09-16,14:06,2020-09-18,12:14,2894.58,9.2,15,RECHAZADO,46.13333333333333
MOV-00979,B-007,ZIM-NORTE,R-05,MUELLE-B,MINERALES,ROTTERDAM,2020-01-18,20:00,2020-01-21,00:00,7494.95,14.1,15,PENDIENTE,52.0
MOV-00980,B-038,HAPAG-RIO,R-07,MUELLE-B,CONTENEDORES,SHANGHAI,1900-01-01,11:36,2024-08-28,08:10,4428.69,9.9,12,EN_REVISION,
MOV-00981,B-024,ONE-PLATA,R-06,MUELLE-D,TRIGO,HAMBURG,2020-05-27,12:30,2020-05-30,09:53,1958.1,16.4,15,EN_REVISION,69.38333333333334
MOV-00982,B-002,MSC-GENOVA,R-08,MUELLE-E,TRIGO,ROTTERDAM,2022-10-23,10:18,2022-10-23,11:14,5473.32,13.6,15,PENDIENTE,0.9333333333333333
MOV-00984,B-020,PILSANTA,R-06,MUELLE-E,HARINA,HAMBURG,2023-02-28,00:00,2023-02-28,00:00,5542.92,13.1,15,,0.0
MOV-00985,B-025,YANG-MING,R-05,MUELLE-D,ACEITE,SAO PAULO,2024-07-19,00:00,2024-07-21,02:52,6065.6,10.9,12,DESPACHADO,50.86666666666667
MOV-00986,B-027,EVER-GLORY,R-01,MUELLE-E,MAIZ,SAO PAULO,2022-05-18,18:01,2022-05-19,01:21,3243.32,10.1,10,RECHAZADO,7.333333333333333
MOV-00988,B-012,MAERSK-PAMPAS,R-01,MUELLE-A,MAIZ,MONTEVIDEO,2021-01-07,14:49,2021-01-08,00:00,4250.95,9.3,12,PENDIENTE,9.183333333333334
MOV-00989,B-011,MAERSK-PAMPAS,R-01,MUELLE-C,HARINA,ROTTERDAM,2024-02-25,08:31,2024-02-27,10:35,3950.28,15.0,10,RECHAZADO,50.06666666666667
MOV-00990,B-031,HAPAG-SUR,R-05,MUELLE-A,MINERALES,SANTA FE,2024-05-07,01:27,2024-05-07,00:00,3814.45,13.7,12,EN_REVISION,
MOV-00991,B-029,MSC-GENOVA,R-01,MUELLE-C,TRIGO,HAMBURG,1900-01-01,12:46,2021-11-18,11:16,3254.22,6.3,10,DESPACHADO,
MOV-00994,B-037,HAPAG-SUR,R-03,MUELLE-F,TRIGO,MONTEVIDEO,2023-06-23,15:23,2023-06-26,00:00,8161.82,16.5,10,DESPACHADO,56.61666666666667
MOV-00995,B-017,HAPAG-RIO,R-01,MUELLE-C,SOJA,ROTTERDAM,2022-06-21,09:02,2022-06-23,06:05,6580.17,15.4,10,EN_REVISION,45.05
MOV-00996,B-001,ONE-PLATA,R-06,MUELLE-C,MINERALES,BUENOS AIRES,2022-12-02,09:39,2022-12-04,18:08,4444.96,16.2,12,RECHAZADO,56.483333333333334
MOV-00997,B-012,PIL-SANTA,R-06,MUELLE-B,ACEITE,MONTEVIDEO,2020-07-04,22:03,2020-07-07,00:00,4951.59,10.6,10,RECHAZADO,49.95
MOV-00998,B-030,ONE-PARANA,R-05,MUELLE-F,GRANOS,SANTA FE,2020-11-13,11:39,2020-11-16,00:00,6421.14,16.8,12,PENDIENTE,60.35
MOV-00999,B-017,YANG-ESTE,R-05,MUELLE-D,HARINA,ROTTERDAM,2020-07-31,15:46,2020-08-02,13:21,4559.67,15.8,12,DESPACHADO,45.583333333333336
MOV-01001,B-005,PIL-OESTE,R-04,MUELLE-C,CONTENEDORES,SAO PAULO,2021-08-09,09:30,2021-08-10,11:19,6762.91,15.7,15,DESPACHADO,25.816666666666666
MOV-01002,B-017,ONE-PLATA,R-01,MUELLE-C,TRIGO,BUENOS AIRES,2023-07-25,09:15,2023-07-26,00:49,6833.54,13.0,12,RECHAZADO,15.566666666666666
MOV-01003,B-009,COSCO-STAR,R-04,MUELLE-E,GRANOS,HAMBURG,2022-03-20,13:04,2022-03-22,00:00,3700.93,10.8,10,PENDIENTE,34.93333333333333
MOV-01004,B-034,ZIM-NORTE,R-07,MUELLE-D,GRANOS,SHANGHAI,2022-12-13,09:11,2022-12-16,22:53,2908.46,16.3,15,EN_REVISION,85.7
MOV-01006,B-001,MAERSK-PAMPAS,R-03,MUELLE-F,TRIGO,SAO PAULO,2023-12-13,11:30,2023-12-14,00:03,4281.75,9.9,15,EN_REVISION,12.55
MOV-01007,B-015,CMA-ROSARIO,R-03,MUELLE-E,ACEITE,HAMBURG,2020-03-26,23:09,2020-03-28,00:00,4727.22,13.7,12,DESPACHADO,24.85
MOV-01008,B-038,MAERSK-PAMPAS,R-05,MUELLE-D,MINERALES,SAO PAULO,2022-02-17,19:00,2022-02-19,00:00,6912.89,4.6,12,RECHAZADO,29.0
MOV-01009,B-002,MSC-GENOVA,R-07,MUELLE-B,TRIGO,VALPARAISO,1900-01-01,13:17,2020-11-22,00:00,3603.61,10.0,12,EN_REVISION,
MOV-01010,B-015,ZIM-DELTA,R-06,MUELLE-D,GRANOS,SHANGHAI,2022-01-19,06:13,2022-01-21,00:00,6744.39,13.1,10,DESPACHADO,41.78333333333333
MOV-01011,B-019,EVERGREEN-02,R-08,MUELLE-C,ACEITE,SHANGHAI,2021-05-06,22:40,2021-05-09,16:17,6085.13,12.4,15,EN_REVISION,65.61666666666666
MOV-01012,B-004,CMA-LITORAL,R-03,MUELLE-A,CONTENEDORES,SHANGHAI,2021-01-13,02:19,2021-01-15,00:00,6155.05,9.1,15,DESPACHADO,45.68333333333333
MOV-01013,B-024,ZIM-DELTA,R-03,MUELLE-F,SOJA,MONTEVIDEO,2023-12-09,05:37,2023-12-10,17:38,5709.32,10.3,15,EN_REVISION,36.016666666666666
MOV-01014,B-002,YANG-MING,R-08,MUELLE-E,HARINA,BUENOS AIRES,2021-10-27,09:26,2021-10-27,01:54,5546.29,7.8,10,PENDIENTE,
MOV-01015,B-030,MAERSK-PAMPAS,R-07,MUELLE-A,MAIZ,HAMBURG,2020-11-04,00:49,2020-11-05,00:00,4842.18,13.5,10,PENDIENTE,23.183333333333334
MOV-01016,B-020,EVERGREEN-02,R-03,MUELLE-B,SOJA,BUENOS AIRES,2021-01-28,10:25,2021-01-29,00:00,4544.04,11.9,10,DESPACHADO,13.583333333333334
MOV-01017,B-040,MAERSK-LIMA,R-08,MUELLE-C,GRANOS,SHANGHAI,2020-02-16,07:17,2020-02-17,07:27,6464.22,15.1,10,DESPACHADO,24.166666666666668
MOV-01019,B-009,ZIM-DELTA,R-04,MUELLE-F,MINERALES,SANTA FE,2022-12-06,00:50,2022-12-06,14:49,3025.99,12.2,12,DESPACHADO,13.983333333333333
MOV-01020,B-013,YANG-ESTE,R-03,MUELLE-B,MINERALES,SHANGHAI,2022-12-10,10:58,2022-12-11,04:33,5754.72,9.1,10,DESPACHADO,17.583333333333332
MOV-01021,B-035,ZIM-NORTE,R-04,MUELLE-E,MINERALES,SAO PAULO,2020-10-24,07:34,2020-10-24,17:10,6658.51,8.0,10,RECHAZADO,9.6
MOV-01024,B-021,PIL-SANTA,R-06,MUELLE-E,ACEITE,ROTTERDAM,2024-10-09,02:05,2024-10-11,00:00,5855.41,12.4,10,RECHAZADO,45.916666666666664
MOV-01025,B-015,ZIM-NORTE,R-06,MUELLE-F,GRANOS,SHANGHAI,2021-06-13,00:49,2021-06-13,07:51,7100.77,12.7,10,RECHAZADO,7.033333333333333
MOV-01026,B-030,EVER-GLORY,R-01,MUELLE-F,CONTENEDORES,MONTEVIDEO,2023-03-26,10:56,2023-03-27,13:17,5967.07,10.8,15,RECHAZADO,26.35
MOV-01027,B-033,MSC-GENOVA,R-01,MUELLE-A,CONTENEDORES,BUENOS AIRES,2023-09-18,09:44,2023-09-20,00:00,5288.07,14.5,15,RECHAZADO,38.266666666666666
MOV-01028,B-007,CMA-ROSARIO,R-05,MUELLE-F,ACEITE,HAMBURG,2020-03-24,08:55,2020-03-26,00:00,6874.66,10.5,10,RECHAZADO,39.083333333333336
MOV-01029,B-031,EVERGREEN-02,R-07,MUELLE-F,MINERALES,BUENOS AIRES,2022-02-13,08:40,2022-02-15,00:00,5625.38,12.5,12,PENDIENTE,39.333333333333336
MOV-01030,B-032,PIL-OESTE,R-02,MUELLE-A,CONTENEDORES,BUENOS AIRES,2022-02-20,22:41,2022-02-21,06:08,4619.32,14.9,12,DESPACHADO,7.45
MOV-01031,B-012,ZIM-DELTA,R-08,MUELLE-F,MINERALES,VALPARAISO,2023-02-21,03:40,2023-02-22,00:00,4604.55,12.3,15,,20.333333333333332
MOV-01032,B-035,MAERSK-PAMPAS,R-06,MUELLE-F,TRIGO,SAO PAULO,2024-04-01,00:00,2024-04-02,13:38,3807.48,12.8,12,EN_REVISION,37.63333333333333
MOV-01033,B-027,MAERSK-PAMPAS,R-04,MUELLE-B,GRANOS,HAMBURG,2021-04-25,08:32,2021-04-26,05:38,2726.25,9.3,15,DESPACHADO,21.1
MOV-01034,B-031,COSCO-TIGRE,R-06,MUELLE-F,HARINA,BUENOS AIRES,2021-07-09,15:30,2021-07-11,23:47,3694.44,12.0,15,PENDIENTE,56.28333333333333
MOV-01035,B-023,HAPAG-RIO,R-06,MUELLE-D,TRIGO,SAO PAULO,2022-08-03,08:49,2022-08-03,14:28,3547.17,8.9,10,DESPACHADO,5.65
MOV-01036,B-014,COSCO-TIGRE,R-07,MUELLE-E,TRIGO,SAO PAULO,2020-09-22,04:34,2020-09-24,10:36,4132.17,12.1,12,PENDIENTE,54.03333333333333
MOV-01037,B-004,MSC-GENOVA,R-05,MUELLE-B,TRIGO,VALPARAISO,2021-02-08,06:14,2021-02-09,00:00,5368.34,15.1,12,DESPACHADO,17.766666666666666
MOV-01038,B-024,MAERSK-LIMA,R-08,MUELLE-D,CONTENEDORES,SANTA FE,2021-09-21,09:46,2021-09-22,00:00,4343.42,17.5,12,RECHAZADO,14.233333333333333
MOV-01040,B-034,COSCO-TIGRE,R-01,MUELLE-D,MINERALES,SAO PAULO,2024-08-24,18:36,2024-08-27,01:57,3646.62,12.1,12,EN_REVISION,55.35
MOV-01041,B-014,PIL-OESTE,R-07,MUELLE-B,HARINA,SHANGHAI,2021-10-18,23:18,2021-10-21,11:57,6528.3,12.2,12,EN_REVISION,60.65
MOV-01044,B-032,ONE-PARANA,R-04,MUELLE-E,MINERALES,SANTA FE,2023-09-12,10:24,2023-09-14,07:20,6958.44,17.3,10,EN_REVISION,44.93333333333333
MOV-01045,B-021,YANG-ESTE,R-04,MUELLE-E,GRANOS,ROTTERDAM,2020-04-02,16:55,2020-04-04,15:08,4991.95,11.0,10,PENDIENTE,46.21666666666667
MOV-01046,B-005,MSC-GENOVA,R-01,MUELLE-B,ACEITE,VALPARAISO,2021-09-05,18:51,2021-09-06,06:10,4151.79,10.0,10,RECHAZADO,11.316666666666666
MOV-01048,B-002,COSCO-STAR,R-03,MUELLE-C,ACEITE,HAMBURG,2023-02-18,01:24,2023-02-18,00:00,5514.99,11.7,12,DESPACHADO,
MOV-01050,B-037,EVERGREEN-02,R-03,MUELLE-B,GRANOS,VALPARAISO,2022-09-05,21:04,2022-09-08,04:37,3546.15,5.8,10,DESPACHADO,55.55
MOV-01051,B-025,PIL-OESTE,R-06,MUELLE-A,CONTENEDORES,SHANGHAI,2023-02-09,13:03,2023-02-10,00:00,4664.58,10.4,10,RECHAZADO,10.95
MOV-01052,B-009,EVER-GLORY,R-07,MUELLE-B,TRIGO,BUENOS AIRES,2023-02-10,21:44,2023-02-13,21:20,5441.39,9.5,12,EN_REVISION,71.6
MOV-01054,B-033,EVER-GLORY,R-07,MUELLE-B,MINERALES,VALPARAISO,2023-11-02,19:40,2023-11-04,00:00,3706.02,14.4,10,EN_REVISION,28.333333333333332
MOV-01055,B-035,YANGMING,R-08,MUELLE-D,CONTENEDORES,BUENOS AIRES,2022-10-11,04:33,2022-10-13,00:00,5181.55,13.3,12,EN_REVISION,43.45
MOV-01056,B-035,COSCO-TIGRE,R-07,MUELLE-A,TRIGO,VALPARAISO,2023-05-02,20:50,2023-05-05,20:09,4640.71,19.1,15,PENDIENTE,71.31666666666666
MOV-01057,B-013,MSCALPHA,R-03,MUELLE-C,CONTENEDORES,SANTA FE,2024-09-11,19:19,2024-09-14,18:50,3033.08,11.3,15,DESPACHADO,71.51666666666667
MOV-01058,B-022,YANG-ESTE,R-04,MUELLE-C,MAIZ,SAO PAULO,2020-01-14,19:05,2020-01-15,00:00,6333.8,15.4,10,PENDIENTE,4.916666666666667
MOV-01059,B-013,CMA-LITORAL,R-08,MUELLE-E,MAIZ,VALPARAISO,2022-05-24,16:09,2022-05-26,05:01,5021.5,10.6,10,DESPACHADO,36.86666666666667
MOV-01060,B-028,ONE-PARANA,R-06,MUELLE-C,MINERALES,HAMBURG,2022-05-04,06:49,2022-05-06,00:00,5399.48,6.0,10,EN_REVISION,41.18333333333333
MOV-01061,B-002,MSC-ALPHA,R-01,MUELLE-B,HARINA,SHANGHAI,2022-11-12,15:10,2022-11-12,00:00,5240.64,16.9,10,EN_REVISION,
MOV-01062,B-014,COSCOTIGRE,R-06,MUELLE-E,TRIGO,BUENOS AIRES,2020-09-19,03:42,2020-09-19,00:00,5320.08,7.4,12,EN_REVISION,
MOV-01063,B-023,CMA-LITORAL,R-05,MUELLE-C,TRIGO,SAO PAULO,2020-07-17,03:43,2020-07-19,21:06,3634.6,9.7,12,DESPACHADO,65.38333333333334
MOV-01064,B-035,EVERGREEN-02,R-07,MUELLE-F,SOJA,BUENOS AIRES,2024-07-14,04:07,2024-07-16,00:00,4602.43,11.9,15,RECHAZADO,43.88333333333333
MOV-01066,B-010,MAERSKLIMA,R-03,MUELLE-F,MAIZ,BUENOS AIRES,2020-12-03,15:35,2020-12-05,04:53,5896.25,9.2,15,PENDIENTE,37.3
MOV-01067,B-026,EVER-GLORY,R-05,MUELLE-E,ACEITE,SAO PAULO,2021-02-25,10:33,2021-02-27,10:50,5380.8,14.1,12,DESPACHADO,48.28333333333333
MOV-01068,B-020,ZIM-NORTE,R-04,MUELLE-D,HARINA,BUENOS AIRES,2021-12-17,11:47,2021-12-19,12:07,4280.64,7.5,15,DESPACHADO,48.333333333333336
MOV-01070,B-015,YANG-ESTE,R-02,MUELLE-C,HARINA,SANTA FE,2021-05-29,00:00,1900-01-01,14:56,4588.3,16.9,12,EN_REVISION,
MOV-01071,B-039,PIL-OESTE,R-02,MUELLE-C,MINERALES,SAO PAULO,2022-02-19,14:42,2022-02-20,17:43,3784.43,14.8,15,DESPACHADO,27.016666666666666
MOV-01072,B-018,EVERGREEN-02,R-08,MUELLE-A,ACEITE,SHANGHAI,2022-08-14,00:07,2022-08-14,00:00,4483.02,10.8,12,RECHAZADO,
MOV-01073,B-036,MAERSK-PAMPAS,R-02,MUELLE-A,ACEITE,HAMBURG,2024-10-31,18:18,2024-11-02,00:00,6321.17,10.7,12,PENDIENTE,29.7
MOV-01074,B-022,ONE-PLATA,R-08,MUELLE-F,CONTENEDORES,ROTTERDAM,2024-03-04,02:22,2024-03-06,14:06,5716.34,8.1,12,EN_REVISION,59.733333333333334
MOV-01075,B-034,YANG-ESTE,R-07,MUELLE-C,TRIGO,VALPARAISO,2021-07-26,17:55,2021-07-27,01:47,5633.99,10.5,12,EN_REVISION,7.866666666666666
MOV-01076,B-018,MSC-GENOVA,R-08,MUELLE-B,MINERALES,SAO PAULO,2021-12-21,00:46,2021-12-23,00:00,7398.82,10.8,10,DESPACHADO,47.233333333333334
MOV-01077,B-028,PIL-SANTA,R-07,MUELLE-D,GRANOS,SAO PAULO,2021-02-06,18:39,2021-02-09,00:00,6747.56,6.0,12,PENDIENTE,53.35
MOV-01079,B-002,COSCO-TIGRE,R-08,MUELLE-C,CONTENEDORES,HAMBURG,2023-01-14,21:07,2023-01-15,00:00,3305.09,12.5,15,DESPACHADO,2.8833333333333333
MOV-01081,B-014,MAERSK-PAMPAS,R-06,MUELLE-F,HARINA,SANTA FE,2021-01-13,16:03,2021-01-13,00:00,6200.13,9.1,12,EN_REVISION,
MOV-01082,B-003,ZIM-NORTE,R-06,MUELLE-F,TRIGO,SANTA FE,2022-08-02,20:56,2022-08-04,16:44,8203.39,11.8,10,,43.8
MOV-01084,B-035,CMA-ROSARIO,R-01,MUELLE-F,CONTENEDORES,MONTEVIDEO,2020-03-07,18:15,2020-03-08,13:01,4230.56,17.8,15,DESPACHADO,18.766666666666666
MOV-01085,B-034,MAERSK-LIMA,,MUELLE-A,MAIZ,HAMBURG,2024-11-17,04:27,2024-11-18,00:00,5491.71,10.5,15,PENDIENTE,19.55
MOV-01086,B-037,MAERSK-PAMPAS,R-06,MUELLE-C,HARINA,HAMBURG,2024-08-15,22:48,2024-08-17,02:44,6712.93,15.2,10,RECHAZADO,27.933333333333334
MOV-01087,B-023,YANG-ESTE,R-04,MUELLE-C,ACEITE,BUENOS AIRES,2020-11-08,14:28,2020-11-10,02:15,3109.37,11.8,15,DESPACHADO,35.78333333333333
MOV-01088,B-040,EVER-GLORY,,MUELLE-D,GRANOS,VALPARAISO,2023-01-26,09:36,2023-01-28,19:21,6268.84,9.5,12,EN_REVISION,57.75
MOV-01089,B-029,PIL-SANTA,R-01,MUELLE-D,HARINA,BUENOS AIRES,2020-10-29,21:30,2020-11-01,19:16,7968.63,7.4,12,PENDIENTE,69.76666666666667
MOV-01090,B-022,EVERGREEN-02,R-07,MUELLE-B,SOJA,ROTTERDAM,2022-09-17,22:55,2022-09-20,00:00,5614.22,17.1,15,PENDIENTE,49.083333333333336
MOV-01091,B-011,COSCO-STAR,R-08,MUELLE-E,TRIGO,SAO PAULO,2023-10-28,07:55,2023-10-28,05:10,2646.78,9.8,15,RECHAZADO,
MOV-01092,B-003,HAPAG-RIO,R-07,MUELLE-C,GRANOS,SANTA FE,2021-03-20,18:27,2021-03-22,20:56,4235.84,7.5,15,PENDIENTE,50.483333333333334
MOV-01093,B-027,CMA-LITORAL,R-07,MUELLE-D,TRIGO,VALPARAISO,2022-11-15,22:05,2022-11-17,00:00,4897.59,8.3,12,PENDIENTE,25.916666666666668
MOV-01094,B-039,MSC-ALPHA,,MUELLE-F,MINERALES,HAMBURG,2022-03-05,16:28,2022-03-06,00:00,4780.17,15.8,12,EN_REVISION,7.533333333333333
MOV-01095,B-038,MSC-GENOVA,R-07,MUELLE-C,CONTENEDORES,ROTTERDAM,2020-09-06,21:34,2020-09-08,10:55,3922.21,7.3,10,RECHAZADO,37.35
MOV-01097,B-023,MSC-ALPHA,R-02,MUELLE-F,MAIZ,ROTTERDAM,2023-05-17,08:13,2023-05-19,10:25,4459.14,10.1,12,RECHAZADO,50.2
MOV-01098,B-024,CMA-ROSARIO,R-01,MUELLE-B,ACEITE,BUENOS AIRES,2023-09-08,00:51,2023-09-09,00:00,3676.65,10.4,15,DESPACHADO,23.15
MOV-01100,B-031,MSC-GENOVA,R-03,MUELLE-C,CONTENEDORES,BUENOS AIRES,1900-01-01,06:02,2024-08-11,00:00,5267.25,10.0,15,DESPACHADO,
MOV-01101,B-030,MAERSK-LIMA,R-05,MUELLE-D,TRIGO,MONTEVIDEO,2022-06-27,09:15,2022-06-28,04:04,4896.08,13.2,10,DESPACHADO,18.816666666666666
MOV-01102,B-004,ZIM-DELTA,R-07,MUELLE-F,MINERALES,SANTA FE,2020-01-16,11:57,2020-01-18,01:47,3999.93,12.7,10,PENDIENTE,37.833333333333336
MOV-01103,B-015,ZIM-DELTA,R-01,MUELLE-F,ACEITE,VALPARAISO,2024-11-18,13:21,2024-11-21,06:20,4813.78,7.4,10,,64.98333333333333
MOV-01105,B-017,ZIM-DELTA,R-08,MUELLE-D,GRANOS,MONTEVIDEO,2021-07-06,14:03,2021-07-07,16:27,5039.83,11.6,15,DESPACHADO,26.4
MOV-01106,B-025,YANG-ESTE,R-08,MUELLE-C,GRANOS,SHANGHAI,2024-05-04,18:15,2024-05-05,00:00,3033.35,12.2,15,,5.75
MOV-01107,B-039,PIL-SANTA,R-05,MUELLE-A,CONTENEDORES,SHANGHAI,2024-02-24,10:36,2024-02-25,11:34,7181.14,9.4,10,EN_REVISION,24.966666666666665
MOV-01109,B-026,HAPAG-RIO,R-01,MUELLE-C,MINERALES,HAMBURG,2021-07-22,21:37,2021-07-25,02:41,6248.64,7.8,10,RECHAZADO,53.06666666666667
MOV-01110,B-037,MAERSK-LIMA,R-03,MUELLE-B,GRANOS,SHANGHAI,2024-10-18,23:53,2024-10-21,10:40,6131.23,11.5,10,DESPACHADO,58.78333333333333
